Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Bestseller sort (product.metafields.custom.bestseller_sort),Best for (product.metafields.custom.best_for),Creator note creator (slug) (product.metafields.custom.creator_note_creator),Creator note quote (product.metafields.custom.creator_note_quote),How it wears (product.metafields.custom.how_it_wears),How to use (product.metafields.custom.how_to_use),Made the edit (product.metafields.custom.made_the_edit),Related products (product.metafields.custom.related_products),Short description (product.metafields.custom.short_description),Why it made the edit (product.metafields.custom.why_it_made_the_edit),Snowboard binding mount (product.metafields.test_data.binding_mount),Snowboard length (product.metafields.test_data.snowboard_length),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Status
giverny-dewy-lip-glaze,,,,,,,,,04 Youth Pink,,,,,,,,giverny-dewy-lip-glaze-04,0.0,shopify,deny,manual,22.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
giverny-dewy-lip-glaze,,,,,,,,,05 Refine Mauve,,,,,,,,giverny-dewy-lip-glaze-05,0.0,shopify,deny,manual,22.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
giverny-dewy-lip-glaze,,,,,,,,,06 Lychee Red,,,,,,,,giverny-dewy-lip-glaze-06,0.0,shopify,deny,manual,22.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
giverny-dewy-lip-glaze,,,,,,,,,07 Creamy Rose,,,,,,,,giverny-dewy-lip-glaze-07,0.0,shopify,deny,manual,22.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
giverny-dewy-lip-glaze,,,,,,,,,08 Mauve Muhly,,,,,,,,giverny-dewy-lip-glaze-08,0.0,shopify,deny,manual,22.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
dasique-mood-painting-lip-cheek-palette,Mood Painting Lip and Cheek Palette,"<p>A multi-use cream palette for cheeks and lips, in tied-together tones.</p>",dasique,,Face,"face, limited, makeup",true,Option,Mood 01 Pink,,,,,,,,dasique-mood-painting-lip-cheek-palette-01,0.0,shopify,deny,manual,28.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0830/5741/0292/files/dasique-lip-cheek-palette-01.webp?v=1779882570,1,"",false,,,,"Lip and cheek
Soft daily flush
Travel",,,Cream-to-satin texture that blends out evenly on cheeks and lips. Buildable from a flush to a fuller wash.,"Tap a fingertip or small brush into a single shade. Press onto the apples of the cheeks, then layer the same tone onto the lips for a tied-together finish.",,,"A multi-use cream palette for cheeks and lips, in tied-together tones.",,,,,lb,,,,,,active
dasique-mood-painting-lip-cheek-palette,,,,,,,,,Mood 02 Coral,,,,,,,,dasique-mood-painting-lip-cheek-palette-02,0.0,shopify,deny,manual,28.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0830/5741/0292/files/dasique-lip-cheek-palette-02.webp?v=1779882570,2,"",,,,,,,,,,,,,,,,,lb,,,,,,
dasique-mood-painting-lip-cheek-palette,,,,,,,,,Mood 03 Mauve,,,,,,,,dasique-mood-painting-lip-cheek-palette-03,0.0,shopify,deny,manual,28.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0830/5741/0292/files/dasique-lip-cheek-palette-03.webp?v=1779882570,3,"",,,,,,,,,,,,,,,,,lb,,,,,,
dasique-mood-painting-lip-cheek-palette,,,,,,,,,Mood 04 Sweet Bear,,,,,,,,dasique-mood-painting-lip-cheek-palette-04,0.0,shopify,deny,manual,28.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
muzigae-mansion-objet-water,Objet Water,"<p>A water-light liquid lip tint that sets to a soft, lived-in stain.</p>",MUZIGAE MANSION,,Lip,"lips, makeup, new",true,Option,001,,,,,,,,muzigae-mansion-objet-water-01,0.0,shopify,deny,manual,19.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0830/5741/0292/files/muzigae-objet-water-01.webp?v=1779882565,1,"",false,,,,"Daily wear
Soft stain finish",,,"Water-light texture that sets to a soft, lived-in stain. Reads as colour, not gloss.",Dab from the tube applicator onto the centre of the lips and press out with a fingertip for a diffused edge.,,,"A water-light liquid lip tint that sets to a soft, lived-in stain.",,,,,lb,,,,,,active
muzigae-mansion-objet-water,,,,,,,,,002,,,,,,,,muzigae-mansion-objet-water-02,0.0,shopify,deny,manual,19.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0830/5741/0292/files/muzigae-objet-water-02.webp?v=1779882565,2,"",,,,,,,,,,,,,,,,,lb,,,,,,
muzigae-mansion-objet-water,,,,,,,,,003 Posh,,,,,,,,muzigae-mansion-objet-water-03,0.0,shopify,deny,manual,19.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0830/5741/0292/files/muzigae-objet-water-03.webp?v=1779882565,3,"",,,,,,,,,,,,,,,,,lb,,,,,,
muzigae-mansion-objet-water,,,,,,,,,004,,,,,,,,muzigae-mansion-objet-water-04,0.0,shopify,deny,manual,19.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
muzigae-mansion-objet-water,,,,,,,,,005,,,,,,,,muzigae-mansion-objet-water-05,0.0,shopify,deny,manual,19.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
muzigae-mansion-objet-water,,,,,,,,,006,,,,,,,,muzigae-mansion-objet-water-06,0.0,shopify,deny,manual,19.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
muzigae-mansion-objet-water,,,,,,,,,008 Pitch,,,,,,,,muzigae-mansion-objet-water-07,0.0,shopify,deny,manual,19.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
sum37-micro-active-powder-wash,Micro-Active Powder Wash,"<p>A naturally fermented enzyme powder cleanser for soft, refined skin.</p>",su:m37°,,Cleanse & Remove,"bestseller, cleanse-and-remove, made-the-edit, skincare",true,Option,60 g,,,,,,,,sum37-micro-active-powder-wash-01,0.0,shopify,deny,manual,48.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0830/5741/0292/files/sum37-powder-wash-01.webp?v=1779882561,1,"",false,,,'6,"Daily second cleanse
Texture refinement
Sensitive skin",sun-young-ha,"The enzyme cleanser I trust on a daily routine, not just weekly.",Lathers into a soft foam in the hands. Rinses cleanly with no tight feeling.,"Tip a small amount into wet palms. Build a foam, massage onto damp skin for thirty seconds, rinse with lukewarm water.",TRUE,,"A naturally fermented enzyme powder cleanser for soft, refined skin.",A daily-suitable enzyme cleanser that refines texture without stripping. The fermented base reads gentle on reactive skin.,,,,lb,,,,,,active
sum37-micro-active-powder-wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0830/5741/0292/files/sum37-powder-wash-02.webp?v=1779882561,2,"",,,,,,,,,,,,,,,,,,,,,,,
sum37-micro-active-powder-wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0830/5741/0292/files/sum37-powder-wash-03.webp?v=1779882561,3,"",,,,,,,,,,,,,,,,,,,,,,,
muzigae-mansion-tinted-lip-balm,Tinted Lip Balm,"<p>A tinted balm with a soft, lived-in finish. Eight wearable shades.</p>",MUZIGAE MANSION,,Lip,"bestseller, lips, made-the-edit, makeup, new",true,Option,Stillness,,,,,,,,muzigae-mansion-tinted-lip-balm-01,0.0,shopify,deny,manual,22.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0830/5741/0292/files/muzigae-lip-balm-01.webp?v=1779882555,1,"",false,,,'4,"Daily wear
Off-duty
Layering over balm",,,"Cushiony on application, settles to a soft satin. Wears down evenly rather than patchy.",Apply directly from the bullet. Press together to even out. Reapply through the day as wanted.,TRUE,,"A tinted balm with a soft, lived-in finish. Eight wearable shades.",A tinted balm that stays comfortable and reads as lived-in colour rather than gloss. The shade range is unusually restrained for a balm format.,,,,lb,,,,,,active
muzigae-mansion-tinted-lip-balm,,,,,,,,,Bare,,,,,,,,muzigae-mansion-tinted-lip-balm-02,0.0,shopify,deny,manual,22.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0830/5741/0292/files/muzigae-lip-balm-02.webp?v=1779882555,2,"",,,,,,,,,,,,,,,,,lb,,,,,,
muzigae-mansion-tinted-lip-balm,,,,,,,,,Petal,,,,,,,,muzigae-mansion-tinted-lip-balm-03,0.0,shopify,deny,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0830/5741/0292/files/muzigae-lip-balm-03.webp?v=1779882555,3,"",,,,,,,,,,,,,,,,,lb,,,,,,
muzigae-mansion-tinted-lip-balm,,,,,,,,,Whisper,,,,,,,,muzigae-mansion-tinted-lip-balm-04,0.0,shopify,deny,manual,22.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
muzigae-mansion-tinted-lip-balm,,,,,,,,,Mauve,,,,,,,,muzigae-mansion-tinted-lip-balm-05,0.0,shopify,deny,manual,22.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
muzigae-mansion-tinted-lip-balm,,,,,,,,,Rosewood,,,,,,,,muzigae-mansion-tinted-lip-balm-06,0.0,shopify,deny,manual,22.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
muzigae-mansion-tinted-lip-balm,,,,,,,,,Berry,,,,,,,,muzigae-mansion-tinted-lip-balm-07,0.0,shopify,deny,manual,22.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
muzigae-mansion-tinted-lip-balm,,,,,,,,,Plum,,,,,,,,muzigae-mansion-tinted-lip-balm-08,0.0,shopify,deny,manual,22.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
jungsaemmool-essential-skin-nuder-cushion,Essential Skin Nuder Long Wear Cushion,<p>A long-wear cushion with a soft satin finish. Refill included.</p>,JUNGSAEMMOOL,,Face,"bestseller, creator-pick, face, made-the-edit, makeup",true,Option,21 Light,,,,,,,,jungsaemmool-essential-skin-nuder-cushion-01,0.0,shopify,deny,manual,54.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0830/5741/0292/files/jungsaemmool-cushion-01.webp?v=1779882549,1,"",false,,,'2,"Daily wear
Photography
Normal to combination",maya-ito,The cushion I keep in my kit when the brief is skin-true.,Sheer to medium with one to two presses. Sets to a soft satin without powder for most skin types. Comfortable through a long day.,"Press the puff onto the cushion, then tap onto the centre of the face and blend outward. Layer where needed. Snap in the refill once the original runs out.",TRUE,,A long-wear cushion with a soft satin finish. Refill included.,"Built by a working artist for working skin. The finish reads as skin under daylight and stage light, and a refill is included so the case becomes a long-term object rather than a single use.",,,,lb,,,,,,active
jungsaemmool-essential-skin-nuder-cushion,,,,,,,,,21N Neutral,,,,,,,,jungsaemmool-essential-skin-nuder-cushion-02,0.0,shopify,deny,manual,54.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0830/5741/0292/files/jungsaemmool-cushion-02.webp?v=1779882549,2,"",,,,,,,,,,,,,,,,,lb,,,,,,
jungsaemmool-essential-skin-nuder-cushion,,,,,,,,,23 Natural,,,,,,,,jungsaemmool-essential-skin-nuder-cushion-03,0.0,shopify,deny,manual,54.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0830/5741/0292/files/jungsaemmool-cushion-03.webp?v=1779882549,3,"",,,,,,,,,,,,,,,,,lb,,,,,,
jungsaemmool-essential-skin-nuder-cushion,,,,,,,,,23N Warm,,,,,,,,jungsaemmool-essential-skin-nuder-cushion-04,0.0,shopify,deny,manual,54.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
jungsaemmool-essential-skin-nuder-cushion,,,,,,,,,25 Tan,,,,,,,,jungsaemmool-essential-skin-nuder-cushion-05,0.0,shopify,deny,manual,54.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
jungsaemmool-essential-skin-nuder-cushion,,,,,,,,,27 Deep,,,,,,,,jungsaemmool-essential-skin-nuder-cushion-06,0.0,shopify,deny,manual,54.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
